VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
10, 5, -0.61702,  0.13948,  0.09168,  0.82049,  0.02388,  0.57116, -0.28463, -0.84941,  0.44439, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53889,  0.56976,  0.53889,  0.56976,  0.53889,  0.56976,  0.53889,  0.56976
11, 1, -0.61883,  0.12632,  0.09483,  0.82049,  0.02388,  0.57117, -0.21119, -0.91579,  0.34166, -1.00,  1.00,  1.00,  1.00,  1.00,  0.54506,  0.56859,  0.54506,  0.56859,  0.54506,  0.56859,  0.54506,  0.56859
12, 6, -0.61167,  0.1499,  0.08356,  0.8205,  0.02388,  0.57115, -0.37344, -0.73408,  0.56716, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53231,  0.56918,  0.53231,  0.56918,  0.53231,  0.56918,  0.53231,  0.56918
13, 5, -0.61702,  0.13948,  0.09168,  0.82049,  0.02388,  0.57116, -0.28463, -0.84941,  0.44439, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53889,  0.56976,  0.53889,  0.56976,  0.53889,  0.56976,  0.53889,  0.56976
14, 4, -0.61334,  0.13773,  0.08647,  0.82049,  0.02388,  0.57116, -0.29163, -0.84186,  0.45412, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53822,  0.56723,  0.53822,  0.56723,  0.53822,  0.56723,  0.53822,  0.56723
15, 6, -0.61167,  0.1499,  0.08356,  0.8205,  0.02388,  0.57115, -0.37344, -0.73408,  0.56716, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53231,  0.56918,  0.53231,  0.56918,  0.53231,  0.56918,  0.53231,  0.56918
16, 7, -0.61535,  0.15165,  0.08877,  0.82049,  0.02388,  0.57116, -0.36053, -0.75375,  0.54943, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53331,  0.57153,  0.53331,  0.57153,  0.53331,  0.57153,  0.53331,  0.57153
17, 5, -0.61702,  0.13948,  0.09168,  0.82049,  0.02388,  0.57116, -0.28463, -0.84941,  0.44439, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53889,  0.56976,  0.53889,  0.56976,  0.53889,  0.56976,  0.53889,  0.56976
18, 8, -0.61024,  0.16036,  0.08107,  0.8205,  0.02388,  0.57115, -0.45215, -0.58422,  0.67398, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52735,  0.57159,  0.52735,  0.57159,  0.52735,  0.57159,  0.52735,  0.57159
19, 7, -0.61535,  0.15165,  0.08877,  0.82049,  0.02388,  0.57116, -0.36053, -0.75375,  0.54943, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53331,  0.57153,  0.53331,  0.57153,  0.53331,  0.57153,  0.53331,  0.57153
20, 6, -0.61167,  0.1499,  0.08356,  0.8205,  0.02388,  0.57115, -0.37344, -0.73408,  0.56716, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53231,  0.56918,  0.53231,  0.56918,  0.53231,  0.56918,  0.53231,  0.56918
21, 8, -0.61024,  0.16036,  0.08107,  0.8205,  0.02388,  0.57115, -0.45215, -0.58422,  0.67398, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52735,  0.57159,  0.52735,  0.57159,  0.52735,  0.57159,  0.52735,  0.57159
22, 9, -0.61391,  0.16211,  0.08627,  0.82049,  0.02389,  0.57116, -0.44323, -0.60441,  0.66199, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52874,  0.57375,  0.52874,  0.57375,  0.52874,  0.57375,  0.52874,  0.57375
23, 7, -0.61535,  0.15165,  0.08877,  0.82049,  0.02388,  0.57116, -0.36053, -0.75375,  0.54943, -1.00,  1.00,  1.00,  1.00,  1.00,  0.53331,  0.57153,  0.53331,  0.57153,  0.53331,  0.57153,  0.53331,  0.57153
24, 10, -0.60865,  0.17198,  0.0783,  0.82049,  0.0239,  0.57116, -0.52175, -0.37699,  0.76528, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52235,  0.57536,  0.52235,  0.57536,  0.52235,  0.57536,  0.52235,  0.57536
25, 9, -0.61391,  0.16211,  0.08627,  0.82049,  0.02389,  0.57116, -0.44323, -0.60441,  0.66199, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52874,  0.57375,  0.52874,  0.57375,  0.52874,  0.57375,  0.52874,  0.57375
26, 8, -0.61024,  0.16036,  0.08107,  0.8205,  0.02388,  0.57115, -0.45215, -0.58422,  0.67398, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52735,  0.57159,  0.52735,  0.57159,  0.52735,  0.57159,  0.52735,  0.57159
27, 10, -0.60865,  0.17198,  0.0783,  0.82049,  0.0239,  0.57116, -0.52175, -0.37699,  0.76528, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52235,  0.57536,  0.52235,  0.57536,  0.52235,  0.57536,  0.52235,  0.57536
28, 11, -0.61221,  0.17448,  0.08331,  0.8205,  0.0239,  0.57115, -0.525, -0.36381,  0.76942, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5239,  0.57736,  0.5239,  0.57736,  0.5239,  0.57736,  0.5239,  0.57736
29, 9, -0.61391,  0.16211,  0.08627,  0.82049,  0.02389,  0.57116, -0.44323, -0.60441,  0.66199, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52874,  0.57375,  0.52874,  0.57375,  0.52874,  0.57375,  0.52874,  0.57375
30, 12, -0.60741,  0.18095,  0.07615,  0.84046,  0.13561,  0.52463, -0.52744, -0.01728,  0.84942, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51918,  0.57953,  0.51918,  0.57953,  0.51918,  0.57953,  0.51918,  0.57953
31, 11, -0.61221,  0.17448,  0.08331,  0.8205,  0.0239,  0.57115, -0.525, -0.36381,  0.76942, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5239,  0.57736,  0.5239,  0.57736,  0.5239,  0.57736,  0.5239,  0.57736
32, 10, -0.60865,  0.17198,  0.0783,  0.82049,  0.0239,  0.57116, -0.52175, -0.37699,  0.76528, -1.00,  1.00,  1.00,  1.00,  1.00,  0.52235,  0.57536,  0.52235,  0.57536,  0.52235,  0.57536,  0.52235,  0.57536
33, 12, -0.60741,  0.18095,  0.07615,  0.84046,  0.13561,  0.52463, -0.52744, -0.01728,  0.84942, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51918,  0.57953,  0.51918,  0.57953,  0.51918,  0.57953,  0.51918,  0.57953
34, 13, -0.61095,  0.18364,  0.08112,  0.82817,  0.18423,  0.52933, -0.52687, -0.06616,  0.84737, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5213,  0.58086,  0.5213,  0.58086,  0.5213,  0.58086,  0.5213,  0.58086
35, 11, -0.61221,  0.17448,  0.08331,  0.8205,  0.0239,  0.57115, -0.525, -0.36381,  0.76942, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5239,  0.57736,  0.5239,  0.57736,  0.5239,  0.57736,  0.5239,  0.57736
36, 14, -0.60844,  0.18237,  0.07492,  0.21679,  0.91386, -0.3433, -0.30691,  0.39764,  0.86469, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51859,  0.58076,  0.51859,  0.58076,  0.51859,  0.58076,  0.51859,  0.58076
37, 13, -0.61095,  0.18364,  0.08112,  0.82817,  0.18423,  0.52933, -0.52687, -0.06616,  0.84737, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5213,  0.58086,  0.5213,  0.58086,  0.5213,  0.58086,  0.5213,  0.58086
38, 12, -0.60741,  0.18095,  0.07615,  0.84046,  0.13561,  0.52463, -0.52744, -0.01728,  0.84942, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51918,  0.57953,  0.51918,  0.57953,  0.51918,  0.57953,  0.51918,  0.57953
39, 14, -0.60844,  0.18237,  0.07492,  0.21679,  0.91386, -0.3433, -0.30691,  0.39764,  0.86469, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51859,  0.58076,  0.51859,  0.58076,  0.51859,  0.58076,  0.51859,  0.58076
40, 15, -0.61205,  0.18513,  0.08,  0.10668,  0.97258, -0.20667, -0.39725,  0.23224,  0.88784, -1.00,  1.00,  1.00,  1.00,  1.00,  0.521,  0.58173,  0.521,  0.58173,  0.521,  0.58173,  0.521,  0.58173
41, 13, -0.61095,  0.18364,  0.08112,  0.82817,  0.18423,  0.52933, -0.52687, -0.06616,  0.84737, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5213,  0.58086,  0.5213,  0.58086,  0.5213,  0.58086,  0.5213,  0.58086
42, 2, -0.6209,  0.11126,  0.09843,  0.82049,  0.02388,  0.57117, -0.13309, -0.96369,  0.23148, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55221,  0.5681,  0.55221,  0.5681,  0.55221,  0.5681,  0.55221,  0.5681
43, 16, -0.6193,  0.09446,  0.09685,  0.82049,  0.02387,  0.57116, -0.04889, -0.99254,  0.11172, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55969,  0.56598,  0.55969,  0.56598,  0.55969,  0.56598,  0.55969,  0.56598
44, 3, -0.61723,  0.10952,  0.09325,  0.82048,  0.02388,  0.57118, -0.13399, -0.96327,  0.23273, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5522,  0.5655,  0.5522,  0.5655,  0.5522,  0.5655,  0.5522,  0.5655
45, 2, -0.6209,  0.11126,  0.09843,  0.82049,  0.02388,  0.57117, -0.13309, -0.96369,  0.23148, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55221,  0.5681,  0.55221,  0.5681,  0.55221,  0.5681,  0.55221,  0.5681
46, 17, -0.62297,  0.0962,  0.10204,  0.82049,  0.02387,  0.57116, -0.05207, -0.99185,  0.11625, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859
47, 16, -0.6193,  0.09446,  0.09685,  0.82049,  0.02387,  0.57116, -0.04889, -0.99254,  0.11172, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55969,  0.56598,  0.55969,  0.56598,  0.55969,  0.56598,  0.55969,  0.56598
48, 17, -0.62297,  0.0962,  0.10204,  0.82049,  0.02387,  0.57116, -0.05207, -0.99185,  0.11625, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859
49, 18, -0.6211,  0.08129,  0.09997,  0.8205,  0.02387,  0.57114,  0.03969, -0.9991, -0.01527, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5662,  0.56722,  0.5662,  0.56722,  0.5662,  0.56722,  0.5662,  0.56722
50, 16, -0.6193,  0.09446,  0.09685,  0.82049,  0.02387,  0.57116, -0.04889, -0.99254,  0.11172, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55969,  0.56598,  0.55969,  0.56598,  0.55969,  0.56598,  0.55969,  0.56598
51, 17, -0.62297,  0.0962,  0.10204,  0.82049,  0.02387,  0.57116, -0.05207, -0.99185,  0.11625, -1.00,  1.00,  1.00,  1.00,  1.00,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859,  0.55935,  0.56859
52, 19, -0.62478,  0.08304,  0.10519,  0.82049,  0.02387,  0.57116,  0.03034, -0.99954, -0.00181, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974
53, 18, -0.6211,  0.08129,  0.09997,  0.8205,  0.02387,  0.57114,  0.03969, -0.9991, -0.01527, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5662,  0.56722,  0.5662,  0.56722,  0.5662,  0.56722,  0.5662,  0.56722
54, 19, -0.62478,  0.08304,  0.10519,  0.82049,  0.02387,  0.57116,  0.03034, -0.99954, -0.00181, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974
55, 20, -0.62277,  0.06912,  0.10288,  0.8205,  0.02387,  0.57115,  0.13835, -0.97772, -0.15789, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57211,  0.56917,  0.57211,  0.56917,  0.57211,  0.56917,  0.57211,  0.56917
56, 18, -0.6211,  0.08129,  0.09997,  0.8205,  0.02387,  0.57114,  0.03969, -0.9991, -0.01527, -1.00,  1.00,  1.00,  1.00,  1.00,  0.5662,  0.56722,  0.5662,  0.56722,  0.5662,  0.56722,  0.5662,  0.56722
57, 19, -0.62478,  0.08304,  0.10519,  0.82049,  0.02387,  0.57116,  0.03034, -0.99954, -0.00181, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974,  0.56553,  0.56974
58, 21, -0.62645,  0.07087,  0.1081,  0.8205,  0.02387,  0.57115,  0.12196, -0.98344, -0.1341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152
59, 20, -0.62277,  0.06912,  0.10288,  0.8205,  0.02387,  0.57115,  0.13835, -0.97772, -0.15789, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57211,  0.56917,  0.57211,  0.56917,  0.57211,  0.56917,  0.57211,  0.56917
60, 21, -0.62645,  0.07087,  0.1081,  0.8205,  0.02387,  0.57115,  0.12196, -0.98344, -0.1341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152
61, 22, -0.62421,  0.05867,  0.10539,  0.82049,  0.02387,  0.57116,  0.24616, -0.91651, -0.31531, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158
62, 20, -0.62277,  0.06912,  0.10288,  0.8205,  0.02387,  0.57115,  0.13835, -0.97772, -0.15789, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57211,  0.56917,  0.57211,  0.56917,  0.57211,  0.56917,  0.57211,  0.56917
63, 21, -0.62645,  0.07087,  0.1081,  0.8205,  0.02387,  0.57115,  0.12196, -0.98344, -0.1341, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152,  0.57111,  0.57152
64, 23, -0.62789,  0.06041,  0.1106,  0.82049,  0.02387,  0.57116,  0.23314, -0.92623, -0.29621, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374
65, 22, -0.62421,  0.05867,  0.10539,  0.82049,  0.02387,  0.57116,  0.24616, -0.91651, -0.31531, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158
66, 22, -0.62421,  0.05867,  0.10539,  0.82049,  0.02387,  0.57116,  0.24616, -0.91651, -0.31531, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158
67, 23, -0.62789,  0.06041,  0.1106,  0.82049,  0.02387,  0.57116,  0.23314, -0.92623, -0.29621, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374,  0.57569,  0.57374
68, 24, -0.62959,  0.04804,  0.11356,  0.82049,  0.02386,  0.57117,  0.36678, -0.78835, -0.49395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736
69, 22, -0.62421,  0.05867,  0.10539,  0.82049,  0.02387,  0.57116,  0.24616, -0.91651, -0.31531, -1.00,  1.00,  1.00,  1.00,  1.00,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158,  0.57707,  0.57158
70, 24, -0.62959,  0.04804,  0.11356,  0.82049,  0.02386,  0.57117,  0.36678, -0.78835, -0.49395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736
71, 25, -0.62582,  0.04706,  0.10818,  0.82048,  0.02386,  0.57117,  0.36053, -0.79698, -0.4846, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58207,  0.57535,  0.58207,  0.57535,  0.58207,  0.57535,  0.58207,  0.57535
72, 25, -0.62582,  0.04706,  0.10818,  0.82048,  0.02386,  0.57117,  0.36053, -0.79698, -0.4846, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58207,  0.57535,  0.58207,  0.57535,  0.58207,  0.57535,  0.58207,  0.57535
73, 24, -0.62959,  0.04804,  0.11356,  0.82049,  0.02386,  0.57117,  0.36678, -0.78835, -0.49395, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736,  0.58052,  0.57736
74, 26, -0.63085,  0.03888,  0.11575,  0.78439, -0.13435,  0.60554,  0.43981, -0.56793, -0.69572, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086
75, 25, -0.62582,  0.04706,  0.10818,  0.82048,  0.02386,  0.57117,  0.36053, -0.79698, -0.4846, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58207,  0.57535,  0.58207,  0.57535,  0.58207,  0.57535,  0.58207,  0.57535
76, 26, -0.63085,  0.03888,  0.11575,  0.78439, -0.13435,  0.60554,  0.43981, -0.56793, -0.69572, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086
77, 27, -0.62705,  0.03808,  0.11033,  0.80838, -0.09796,  0.58046,  0.45268, -0.5269, -0.71935, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58524,  0.57952,  0.58524,  0.57952,  0.58524,  0.57952,  0.58524,  0.57952
78, 27, -0.62705,  0.03808,  0.11033,  0.80838, -0.09796,  0.58046,  0.45268, -0.5269, -0.71935, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58524,  0.57952,  0.58524,  0.57952,  0.58524,  0.57952,  0.58524,  0.57952
79, 26, -0.63085,  0.03888,  0.11575,  0.78439, -0.13435,  0.60554,  0.43981, -0.56793, -0.69572, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086,  0.58312,  0.58086
80, 28, -0.63235,  0.03739,  0.11534, -0.15809, -0.95414,  0.25422,  0.38844, -0.29679, -0.87237, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173
81, 27, -0.62705,  0.03808,  0.11033,  0.80838, -0.09796,  0.58046,  0.45268, -0.5269, -0.71935, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58524,  0.57952,  0.58524,  0.57952,  0.58524,  0.57952,  0.58524,  0.57952
82, 28, -0.63235,  0.03739,  0.11534, -0.15809, -0.95414,  0.25422,  0.38844, -0.29679, -0.87237, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173
83, 29, -0.62848,  0.03658,  0.1098, -0.04533, -0.9926,  0.11264,  0.34504, -0.12137, -0.93071, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58584,  0.58076,  0.58584,  0.58076,  0.58584,  0.58076,  0.58584,  0.58076
84, 30, -0.61922,  0.1806,  0.06791,  0.03728,  0.8869, -0.46045, -0.5129,  0.41243,  0.75288, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51747,  0.58768,  0.51747,  0.58768,  0.51747,  0.58768,  0.51747,  0.58768
85, 15, -0.61205,  0.18513,  0.08,  0.10668,  0.97258, -0.20667, -0.39725,  0.23224,  0.88784, -1.00,  1.00,  1.00,  1.00,  1.00,  0.521,  0.58173,  0.521,  0.58173,  0.521,  0.58173,  0.521,  0.58173
86, 14, -0.60844,  0.18237,  0.07492,  0.21679,  0.91386, -0.3433, -0.30691,  0.39764,  0.86469, -1.00,  1.00,  1.00,  1.00,  1.00,  0.51859,  0.58076,  0.51859,  0.58076,  0.51859,  0.58076,  0.51859,  0.58076
87, 28, -0.63235,  0.03739,  0.11534, -0.15809, -0.95414,  0.25422,  0.38844, -0.29679, -0.87237, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173
88, 31, -0.63885,  0.03773,  0.10209, -0.21868, -0.97568, -0.0149,  0.55416, -0.11161, -0.8249, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58695,  0.58767,  0.58695,  0.58767,  0.58695,  0.58767,  0.58695,  0.58767
89, 29, -0.62848,  0.03658,  0.1098, -0.04533, -0.9926,  0.11264,  0.34504, -0.12137, -0.93071, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58584,  0.58076,  0.58584,  0.58076,  0.58584,  0.58076,  0.58584,  0.58076
90, 28, -0.63235,  0.03739,  0.11534, -0.15809, -0.95414,  0.25422,  0.38844, -0.29679, -0.87237, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173,  0.58342,  0.58173
91, 32, -0.64288,  0.03856,  0.10751, -0.32376, -0.93703,  0.13096,  0.55939, -0.30121, -0.77224, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58434,  0.58769,  0.58434,  0.58769,  0.58434,  0.58769,  0.58434,  0.58769
92, 31, -0.63885,  0.03773,  0.10209, -0.21868, -0.97568, -0.0149,  0.55416, -0.11161, -0.8249, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58695,  0.58767,  0.58695,  0.58767,  0.58695,  0.58767,  0.58695,  0.58767
93, 32, -0.64288,  0.03856,  0.10751, -0.32376, -0.93703,  0.13096,  0.55939, -0.30121, -0.77224, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58434,  0.58769,  0.58434,  0.58769,  0.58434,  0.58769,  0.58434,  0.58769
94, 33, -0.64967,  0.04159,  0.09319, -0.35392, -0.92667, -0.12661,  0.73729, -0.19314, -0.64739, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58578,  0.59512,  0.58578,  0.59512,  0.58578,  0.59512,  0.58578,  0.59512
95, 31, -0.63885,  0.03773,  0.10209, -0.21868, -0.97568, -0.0149,  0.55416, -0.11161, -0.8249, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58695,  0.58767,  0.58695,  0.58767,  0.58695,  0.58767,  0.58695,  0.58767
96, 32, -0.64288,  0.03856,  0.10751, -0.32376, -0.93703,  0.13096,  0.55939, -0.30121, -0.77224, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58434,  0.58769,  0.58434,  0.58769,  0.58434,  0.58769,  0.58434,  0.58769
97, 34, -0.65383,  0.04245,  0.09847, -0.46041, -0.88753,  0.01793,  0.69505, -0.37298, -0.61465, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58326,  0.59439,  0.58326,  0.59439,  0.58326,  0.59439,  0.58326,  0.59439
98, 33, -0.64967,  0.04159,  0.09319, -0.35392, -0.92667, -0.12661,  0.73729, -0.19314, -0.64739, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58578,  0.59512,  0.58578,  0.59512,  0.58578,  0.59512,  0.58578,  0.59512
99, 34, -0.65383,  0.04245,  0.09847, -0.46041, -0.88753,  0.01793,  0.69505, -0.37298, -0.61465, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58326,  0.59439,  0.58326,  0.59439,  0.58326,  0.59439,  0.58326,  0.59439
100, 35, -0.65926,  0.04797,  0.08428, -0.48089, -0.84208, -0.24424,  0.83215, -0.35061, -0.42964, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58278,  0.60192,  0.58278,  0.60192,  0.58278,  0.60192,  0.58278,  0.60192
101, 33, -0.64967,  0.04159,  0.09319, -0.35392, -0.92667, -0.12661,  0.73729, -0.19314, -0.64739, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58578,  0.59512,  0.58578,  0.59512,  0.58578,  0.59512,  0.58578,  0.59512
102, 34, -0.65383,  0.04245,  0.09847, -0.46041, -0.88753,  0.01793,  0.69505, -0.37298, -0.61465, -1.00,  1.00,  1.00,  1.00,  1.00,  0.58326,  0.59439,  0.58326,  0.59439,  0.58326,  0.59439,  0.58326,  0.59439
