VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
11, 3, -0.37254,  0.36175,  0.24673, -0.04336,  0.93392, -0.35484, -0.23607, -0.35469, -0.90469,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.86515,  0.7658,  0.86515,  0.7658, -0.37254,  0.36175,  0.24673
12, 4, -0.33993,  0.38399,  0.37678,  0.2148,  0.95232, -0.21668, -0.23998, -0.16359, -0.95689,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.83595,  0.7658,  0.83595,  0.7658, -0.33993,  0.38399,  0.37678
13, 5, -0.33017,  0.34614,  0.2418,  0.2724,  0.86952, -0.41199, -0.23607, -0.3547, -0.90469,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86515,  0.75637,  0.86515,  0.75637, -0.33017,  0.34614,  0.2418
14, 3, -0.37254,  0.36175,  0.24673, -0.04336,  0.93392, -0.35484, -0.23607, -0.35469, -0.90469,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.86515,  0.7658,  0.86515,  0.7658, -0.37254,  0.36175,  0.24673
15, 1, -0.40284,  0.28947,  0.1357, -0.08906,  0.84565, -0.52625, -0.22289, -0.53187, -0.81697,  1.00,  0.96471,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.89435,  0.7658,  0.89435,  0.7658, -0.40284,  0.28947,  0.1357
16, 5, -0.33017,  0.34614,  0.2418,  0.2724,  0.86952, -0.41199, -0.23607, -0.3547, -0.90469,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86515,  0.75637,  0.86515,  0.75637, -0.33017,  0.34614,  0.2418
17, 6, -0.36046,  0.27386,  0.13077,  0.22346,  0.78786, -0.57389, -0.22289, -0.53187, -0.81697,  1.00,  0.8549,  0.00,  0.00,  2.00,  1.00,  0.7439,  0.89435,  0.75637,  0.89435,  0.75637, -0.36046,  0.27386,  0.13077
18, 5, -0.33017,  0.34614,  0.2418,  0.2724,  0.86952, -0.41199, -0.23607, -0.3547, -0.90469,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86515,  0.75637,  0.86515,  0.75637, -0.33017,  0.34614,  0.2418
19, 4, -0.33993,  0.38399,  0.37678,  0.2148,  0.95232, -0.21668, -0.23998, -0.16359, -0.95689,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.83595,  0.7658,  0.83595,  0.7658, -0.33993,  0.38399,  0.37678
20, 7, -0.29756,  0.36837,  0.37184,  0.31175,  0.9205, -0.23556, -0.23998, -0.16359, -0.95689,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.7439,  0.83595,  0.75637,  0.83595,  0.75637, -0.29756,  0.36837,  0.37184
21, 8,  0.51481,  0.19744, -0.0906, -0.34612,  0.92923, -0.12936, -0.62408, -0.33099, -0.70779,  1.00,  0.98431,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.95913,  0.64539,  0.95913,  0.64539,  0.51481,  0.19744, -0.0906
22, 9,  0.4894,  0.16694, -0.15157, -0.20919,  0.86013, -0.46521, -0.59674, -0.48917, -0.63609,  1.00,  0.99608,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.97425,  0.64052,  0.97425,  0.64052,  0.4894,  0.16694, -0.15157
23, 10,  0.47282,  0.16302, -0.13536, -0.4441,  0.86156, -0.24594, -0.59674, -0.48917, -0.63609,  1.00,  0.98039,  0.00,  0.00,  2.00,  1.00,  1.0084,  0.97425,  0.64539,  0.97425,  0.64539,  0.47282,  0.16302, -0.13536
24, 9,  0.4894,  0.16694, -0.15157, -0.20919,  0.86013, -0.46521, -0.59674, -0.48917, -0.63609,  1.00,  0.99608,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.97425,  0.64052,  0.97425,  0.64052,  0.4894,  0.16694, -0.15157
25, 8,  0.51481,  0.19744, -0.0906, -0.34612,  0.92923, -0.12936, -0.62408, -0.33099, -0.70779,  1.00,  0.98431,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.95913,  0.64539,  0.95913,  0.64539,  0.51481,  0.19744, -0.0906
26, 11,  0.53139,  0.20136, -0.10682, -0.08742,  0.93969, -0.33067, -0.62627, -0.30998, -0.71533,  1.00,  0.99608,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.95913,  0.64052,  0.95913,  0.64052,  0.53139,  0.20136, -0.10682
27, 12,  0.57579,  0.2097, -0.05289,  0.20516,  0.92751, -0.31248, -0.63121, -0.11861, -0.76649,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.94402,  0.64052,  0.94402,  0.64052,  0.57579,  0.2097, -0.05289
28, 11,  0.53139,  0.20136, -0.10682, -0.08742,  0.93969, -0.33067, -0.62627, -0.30998, -0.71533,  1.00,  0.99608,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.95913,  0.64052,  0.95913,  0.64052,  0.53139,  0.20136, -0.10682
29, 8,  0.51481,  0.19744, -0.0906, -0.34612,  0.92923, -0.12936, -0.62408, -0.33099, -0.70779,  1.00,  0.98431,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.95913,  0.64539,  0.95913,  0.64539,  0.51481,  0.19744, -0.0906
30, 13,  0.54929,  0.191, -0.11801,  0.1674,  0.84268, -0.51173, -0.62627, -0.30998, -0.71533,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.95913,  0.63564,  0.95913,  0.63564,  0.54929,  0.191, -0.11801
31, 9,  0.4894,  0.16694, -0.15157, -0.20919,  0.86013, -0.46521, -0.59674, -0.48917, -0.63609,  1.00,  0.99608,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.97425,  0.64052,  0.97425,  0.64052,  0.4894,  0.16694, -0.15157
32, 11,  0.53139,  0.20136, -0.10682, -0.08742,  0.93969, -0.33067, -0.62627, -0.30998, -0.71533,  1.00,  0.99608,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.95913,  0.64052,  0.95913,  0.64052,  0.53139,  0.20136, -0.10682
33, 12,  0.57579,  0.2097, -0.05289,  0.20516,  0.92751, -0.31248, -0.63121, -0.11861, -0.76649,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.94402,  0.64052,  0.94402,  0.64052,  0.57579,  0.2097, -0.05289
34, 13,  0.54929,  0.191, -0.11801,  0.1674,  0.84268, -0.51173, -0.62627, -0.30998, -0.71533,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.95913,  0.63564,  0.95913,  0.63564,  0.54929,  0.191, -0.11801
35, 11,  0.53139,  0.20136, -0.10682, -0.08742,  0.93969, -0.33067, -0.62627, -0.30998, -0.71533,  1.00,  0.99608,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.95913,  0.64052,  0.95913,  0.64052,  0.53139,  0.20136, -0.10682
36, 9,  0.4894,  0.16694, -0.15157, -0.20919,  0.86013, -0.46521, -0.59674, -0.48917, -0.63609,  1.00,  0.99608,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.97425,  0.64052,  0.97425,  0.64052,  0.4894,  0.16694, -0.15157
37, 13,  0.54929,  0.191, -0.11801,  0.1674,  0.84268, -0.51173, -0.62627, -0.30998, -0.71533,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.95913,  0.63564,  0.95913,  0.63564,  0.54929,  0.191, -0.11801
38, 14,  0.50731,  0.15659, -0.16276,  0.04732,  0.76987, -0.63644, -0.59675, -0.48916, -0.63609,  1.00,  1.00,  0.00,  0.00,  2.00,  1.00,  0.7439,  0.97425,  0.63564,  0.97425,  0.63564,  0.50731,  0.15659, -0.16276
39, 13,  0.54929,  0.191, -0.11801,  0.1674,  0.84268, -0.51173, -0.62627, -0.30998, -0.71533,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.95913,  0.63564,  0.95913,  0.63564,  0.54929,  0.191, -0.11801
40, 12,  0.57579,  0.2097, -0.05289,  0.20516,  0.92751, -0.31248, -0.63121, -0.11861, -0.76649,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.94402,  0.64052,  0.94402,  0.64052,  0.57579,  0.2097, -0.05289
41, 15,  0.5937,  0.19935, -0.06408,  0.28156,  0.88578, -0.36894, -0.63121, -0.11861, -0.76649,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.7439,  0.94402,  0.63564,  0.94402,  0.63564,  0.5937,  0.19935, -0.06408
42, 16, -0.08942,  0.48372,  0.06781, -0.41516,  0.76291, -0.49559, -0.13988, -0.5918, -0.79385,  1.00,  0.79608,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.48874,  0.97657,  0.48874,  0.97657, -0.08942,  0.48372,  0.06781
43, 17, -0.06463,  0.39668, -0.04114, -0.12569,  0.68998, -0.71283, -0.11981, -0.72383, -0.6795,  1.00,  0.97255,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.51816,  0.96708,  0.51816,  0.96708, -0.06463,  0.39668, -0.04114
44, 18, -0.10583,  0.38457, -0.02526, -0.43157,  0.65435, -0.62094, -0.11981, -0.72383, -0.6795,  1.00,  1.00,  0.00,  0.00,  2.00,  1.00,  1.0084,  0.51816,  0.97657,  0.51816,  0.97657, -0.10583,  0.38457, -0.02526
45, 17, -0.06463,  0.39668, -0.04114, -0.12569,  0.68998, -0.71283, -0.11981, -0.72383, -0.6795,  1.00,  0.97255,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.51816,  0.96708,  0.51816,  0.96708, -0.06463,  0.39668, -0.04114
46, 16, -0.08942,  0.48372,  0.06781, -0.41516,  0.76291, -0.49559, -0.13988, -0.5918, -0.79385,  1.00,  0.79608,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.48874,  0.97657,  0.48874,  0.97657, -0.08942,  0.48372,  0.06781
47, 19, -0.04822,  0.49583,  0.05194, -0.09959,  0.81915, -0.56487, -0.14224, -0.57358, -0.80671,  1.00,  0.6902,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.48874,  0.96708,  0.48874,  0.96708, -0.04822,  0.49583,  0.05194
48, 20, -0.02643,  0.55073,  0.17552,  0.14598,  0.89429, -0.42301, -0.15909, -0.40081, -0.90224,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.45931,  0.96708,  0.45931,  0.96708, -0.02643,  0.55073,  0.17552
49, 19, -0.04822,  0.49583,  0.05194, -0.09959,  0.81915, -0.56487, -0.14224, -0.57358, -0.80671,  1.00,  0.6902,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.48874,  0.96708,  0.48874,  0.96708, -0.04822,  0.49583,  0.05194
50, 16, -0.08942,  0.48372,  0.06781, -0.41516,  0.76291, -0.49559, -0.13988, -0.5918, -0.79385,  1.00,  0.79608,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.48874,  0.97657,  0.48874,  0.97657, -0.08942,  0.48372,  0.06781
51, 21, -0.00407,  0.48372,  0.05276,  0.22372,  0.77528, -0.59068, -0.14224, -0.57358, -0.80671,  1.00,  0.68627,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.48874,  0.95758,  0.48874,  0.95758, -0.00407,  0.48372,  0.05276
52, 17, -0.06463,  0.39668, -0.04114, -0.12569,  0.68998, -0.71283, -0.11981, -0.72383, -0.6795,  1.00,  0.97255,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.51816,  0.96708,  0.51816,  0.96708, -0.06463,  0.39668, -0.04114
53, 19, -0.04822,  0.49583,  0.05194, -0.09959,  0.81915, -0.56487, -0.14224, -0.57358, -0.80671,  1.00,  0.6902,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.48874,  0.96708,  0.48874,  0.96708, -0.04822,  0.49583,  0.05194
54, 20, -0.02643,  0.55073,  0.17552,  0.14598,  0.89429, -0.42301, -0.15909, -0.40081, -0.90224,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.45931,  0.96708,  0.45931,  0.96708, -0.02643,  0.55073,  0.17552
55, 21, -0.00407,  0.48372,  0.05276,  0.22372,  0.77528, -0.59068, -0.14224, -0.57358, -0.80671,  1.00,  0.68627,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.48874,  0.95758,  0.48874,  0.95758, -0.00407,  0.48372,  0.05276
56, 19, -0.04822,  0.49583,  0.05194, -0.09959,  0.81915, -0.56487, -0.14224, -0.57358, -0.80671,  1.00,  0.6902,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.48874,  0.96708,  0.48874,  0.96708, -0.04822,  0.49583,  0.05194
57, 17, -0.06463,  0.39668, -0.04114, -0.12569,  0.68998, -0.71283, -0.11981, -0.72383, -0.6795,  1.00,  0.97255,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.51816,  0.96708,  0.51816,  0.96708, -0.06463,  0.39668, -0.04114
58, 21, -0.00407,  0.48372,  0.05276,  0.22372,  0.77528, -0.59068, -0.14224, -0.57358, -0.80671,  1.00,  0.68627,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.48874,  0.95758,  0.48874,  0.95758, -0.00407,  0.48372,  0.05276
59, 22, -0.02048,  0.38457, -0.04031,  0.19317,  0.65435, -0.7311, -0.1198, -0.72383, -0.6795,  1.00,  0.91765,  0.00,  0.00,  2.00,  1.00,  0.7439,  0.51816,  0.95758,  0.51816,  0.95758, -0.02048,  0.38457, -0.04031
60, 21, -0.00407,  0.48372,  0.05276,  0.22372,  0.77528, -0.59068, -0.14224, -0.57358, -0.80671,  1.00,  0.68627,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.48874,  0.95758,  0.48874,  0.95758, -0.00407,  0.48372,  0.05276
61, 20, -0.02643,  0.55073,  0.17552,  0.14598,  0.89429, -0.42301, -0.15909, -0.40081, -0.90224,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.45931,  0.96708,  0.45931,  0.96708, -0.02643,  0.55073,  0.17552
62, 23,  0.01772,  0.53862,  0.17635,  0.24638,  0.86885, -0.42941, -0.1591, -0.4008, -0.90224,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.7439,  0.45931,  0.95758,  0.45931,  0.95758,  0.01772,  0.53862,  0.17635
63, 24,  0.11781,  0.43513, -0.06465,  0.42045,  0.90337, -0.08449,  0.67491, -0.24916,  0.69456,  1.00,  0.72941,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.86359,  0.8073,  0.86359,  0.8073,  0.11781,  0.43513, -0.06465
64, 25,  0.17732,  0.39668,  0.02991,  0.38638,  0.88177,  0.27055,  0.7223, -0.47169,  0.50576,  1.00,  0.92941,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.89122,  0.79838,  0.89122,  0.79838,  0.17732,  0.39668,  0.02991
65, 26,  0.19523,  0.38457, -0.01045,  0.54997,  0.83516, -0.00655,  0.7223, -0.47169,  0.50576,  1.00,  0.94118,  0.00,  0.00,  2.00,  1.00,  1.0084,  0.89122,  0.8073,  0.89122,  0.8073,  0.19523,  0.38457, -0.01045
66, 25,  0.17732,  0.39668,  0.02991,  0.38638,  0.88177,  0.27055,  0.7223, -0.47169,  0.50576,  1.00,  0.92941,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.89122,  0.79838,  0.89122,  0.79838,  0.17732,  0.39668,  0.02991
67, 24,  0.11781,  0.43513, -0.06465,  0.42045,  0.90337, -0.08449,  0.67491, -0.24916,  0.69456,  1.00,  0.72941,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.86359,  0.8073,  0.86359,  0.8073,  0.11781,  0.43513, -0.06465
68, 27,  0.0999,  0.44724, -0.0243,  0.21186,  0.96092,  0.17817,  0.68329, -0.27598,  0.67598,  1.00,  0.63137,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.86359,  0.79838,  0.86359,  0.79838,  0.0999,  0.44724, -0.0243
69, 28,  0.01563,  0.45493, -0.14272, -0.09734,  0.98628,  0.13331,  0.57897, -0.05283,  0.81363,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.83595,  0.79838,  0.83595,  0.79838,  0.01563,  0.45493, -0.14272
70, 27,  0.0999,  0.44724, -0.0243,  0.21186,  0.96092,  0.17817,  0.68329, -0.27598,  0.67598,  1.00,  0.63137,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.86359,  0.79838,  0.86359,  0.79838,  0.0999,  0.44724, -0.0243
71, 24,  0.11781,  0.43513, -0.06465,  0.42045,  0.90337, -0.08449,  0.67491, -0.24916,  0.69456,  1.00,  0.72941,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.86359,  0.8073,  0.86359,  0.8073,  0.11781,  0.43513, -0.06465
72, 29,  0.0681,  0.43513,  0.00634,  0.00749,  0.92726,  0.37433,  0.67856, -0.27968,  0.67922,  1.00,  0.65098,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86359,  0.78947,  0.86359,  0.78947,  0.0681,  0.43513,  0.00634
73, 25,  0.17732,  0.39668,  0.02991,  0.38638,  0.88177,  0.27055,  0.7223, -0.47169,  0.50576,  1.00,  0.92941,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.89122,  0.79838,  0.89122,  0.79838,  0.17732,  0.39668,  0.02991
74, 27,  0.0999,  0.44724, -0.0243,  0.21186,  0.96092,  0.17817,  0.68329, -0.27598,  0.67598,  1.00,  0.63137,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.86359,  0.79838,  0.86359,  0.79838,  0.0999,  0.44724, -0.0243
75, 28,  0.01563,  0.45493, -0.14272, -0.09734,  0.98628,  0.13331,  0.57897, -0.05283,  0.81363,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.83595,  0.79838,  0.83595,  0.79838,  0.01563,  0.45493, -0.14272
76, 29,  0.0681,  0.43513,  0.00634,  0.00749,  0.92726,  0.37433,  0.67856, -0.27968,  0.67922,  1.00,  0.65098,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86359,  0.78947,  0.86359,  0.78947,  0.0681,  0.43513,  0.00634
77, 27,  0.0999,  0.44724, -0.0243,  0.21186,  0.96092,  0.17817,  0.68329, -0.27598,  0.67598,  1.00,  0.63137,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.86359,  0.79838,  0.86359,  0.79838,  0.0999,  0.44724, -0.0243
78, 25,  0.17732,  0.39668,  0.02991,  0.38638,  0.88177,  0.27055,  0.7223, -0.47169,  0.50576,  1.00,  0.92941,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.89122,  0.79838,  0.89122,  0.79838,  0.17732,  0.39668,  0.02991
79, 29,  0.0681,  0.43513,  0.00634,  0.00749,  0.92726,  0.37433,  0.67856, -0.27968,  0.67922,  1.00,  0.65098,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86359,  0.78947,  0.86359,  0.78947,  0.0681,  0.43513,  0.00634
80, 30,  0.14552,  0.38457,  0.06054,  0.18196,  0.83516,  0.51904,  0.7223, -0.47169,  0.50576,  1.00,  0.95294,  0.00,  0.00,  2.00,  1.00,  0.7439,  0.89122,  0.78947,  0.89122,  0.78947,  0.14552,  0.38457,  0.06054
81, 29,  0.0681,  0.43513,  0.00634,  0.00749,  0.92726,  0.37433,  0.67856, -0.27968,  0.67922,  1.00,  0.65098,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.86359,  0.78947,  0.86359,  0.78947,  0.0681,  0.43513,  0.00634
82, 28,  0.01563,  0.45493, -0.14272, -0.09734,  0.98628,  0.13331,  0.57897, -0.05283,  0.81363,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.83595,  0.79838,  0.83595,  0.79838,  0.01563,  0.45493, -0.14272
83, 31, -0.01617,  0.44282, -0.11209, -0.1821,  0.96431,  0.19219,  0.57897, -0.05283,  0.81363,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.7439,  0.83595,  0.78947,  0.83595,  0.78947, -0.01617,  0.44282, -0.11209
84, 32,  0.31077,  0.28913,  0.15343, -0.09151,  0.97874,  0.18358,  0.07396,  0.19052, -0.97889,  1.00,  0.99216,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.93006,  0.80533,  0.93006,  0.80533,  0.31077,  0.28913,  0.15343
85, 33,  0.3552,  0.27869,  0.05436,  0.16023,  0.97736, -0.13817,  0.04857, -0.14761, -0.98785,  1.00,  0.86667,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.95464,  0.7974,  0.95464,  0.7974,  0.3552,  0.27869,  0.05436
86, 34,  0.31577,  0.27202,  0.05299, -0.15835,  0.97203, -0.17345,  0.04908, -0.1677, -0.98462,  1.00,  0.87059,  0.00,  0.00,  2.00,  1.00,  1.0084,  0.95464,  0.80533,  0.95464,  0.80533,  0.31577,  0.27202,  0.05299
87, 33,  0.3552,  0.27869,  0.05436,  0.16023,  0.97736, -0.13817,  0.04857, -0.14761, -0.98785,  1.00,  0.86667,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.95464,  0.7974,  0.95464,  0.7974,  0.3552,  0.27869,  0.05436
88, 32,  0.31077,  0.28913,  0.15343, -0.09151,  0.97874,  0.18358,  0.07396,  0.19052, -0.97889,  1.00,  0.99216,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.93006,  0.80533,  0.93006,  0.80533,  0.31077,  0.28913,  0.15343
89, 35,  0.35022,  0.29209,  0.15465,  0.16373,  0.96603,  0.19997,  0.07374,  0.19015, -0.97898,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.93006,  0.7974,  0.93006,  0.7974,  0.35022,  0.29209,  0.15465
90, 36,  0.33859,  0.22397,  0.25985,  0.21962,  0.8089,  0.54539,  0.09295,  0.53915, -0.83707,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.90548,  0.7974,  0.90548,  0.7974,  0.33859,  0.22397,  0.25985
91, 35,  0.35022,  0.29209,  0.15465,  0.16373,  0.96603,  0.19997,  0.07374,  0.19015, -0.97898,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.93006,  0.7974,  0.93006,  0.7974,  0.35022,  0.29209,  0.15465
92, 32,  0.31077,  0.28913,  0.15343, -0.09151,  0.97874,  0.18358,  0.07396,  0.19052, -0.97889,  1.00,  0.99216,  0.00,  0.00,  2.00,  0.5901,  1.0084,  0.93006,  0.80533,  0.93006,  0.80533,  0.31077,  0.28913,  0.15343
93, 37,  0.38518,  0.27448,  0.16275,  0.3784,  0.88184,  0.28137,  0.08291,  0.27046, -0.95916,  1.00,  0.98039,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.93006,  0.78947,  0.93006,  0.78947,  0.38518,  0.27448,  0.16275
94, 33,  0.3552,  0.27869,  0.05436,  0.16023,  0.97736, -0.13817,  0.04857, -0.14761, -0.98785,  1.00,  0.86667,  0.00,  0.00,  2.00,  1.00,  0.8762,  0.95464,  0.7974,  0.95464,  0.7974,  0.3552,  0.27869,  0.05436
95, 35,  0.35022,  0.29209,  0.15465,  0.16373,  0.96603,  0.19997,  0.07374,  0.19015, -0.97898,  1.00,  1.00,  0.00,  0.00,  2.00,  0.5901,  0.8762,  0.93006,  0.7974,  0.93006,  0.7974,  0.35022,  0.29209,  0.15465
96, 36,  0.33859,  0.22397,  0.25985,  0.21962,  0.8089,  0.54539,  0.09295,  0.53915, -0.83707,  1.00,  1.00,  0.00,  0.00,  2.00,  0.1802,  0.8762,  0.90548,  0.7974,  0.90548,  0.7974,  0.33859,  0.22397,  0.25985
97, 37,  0.38518,  0.27448,  0.16275,  0.3784,  0.88184,  0.28137,  0.08291,  0.27046, -0.95916,  1.00,  0.98039,  0.00,  0.00,  2.00,  0.5901,  0.7439,  0.93006,  0.78947,  0.93006,  0.78947,  0.38518,  0.27448,  0.16275
