VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
26, 9,  0.0484,  0.10668,  0.01801,  0.08394,  0.49382,  0.8655, -0.99565,  0.00626,  0.09299, -1.00,  0.00,  0.00,  0.00,  2.00,  0.13821,  0.15637,  0.28667,  0.22736,  0.28667,  0.22736,  0.0484,  0.10668,  0.01801
27, 8, -0.31167,  0.26262, -0.12295, -0.13577,  0.55637,  0.81977, -0.98847, -0.13202, -0.07411, -1.00,  0.19608,  0.00,  0.00,  2.00,  0.2812,  0.26045,  0.35695,  0.27852,  0.35695,  0.27852, -0.31167,  0.26262, -0.12295
28, 9,  0.0484,  0.10668,  0.01801,  0.08394,  0.49382,  0.8655, -0.99565,  0.00626,  0.09299, -1.00,  0.00,  0.00,  0.00,  2.00,  0.13821,  0.15637,  0.28667,  0.22736,  0.28667,  0.22736,  0.0484,  0.10668,  0.01801
29, 7,  0.03856,  0.3094, -0.09669,  0.0796,  0.57021,  0.81763, -0.99567,  0.00604,  0.09272, -1.00,  0.19608,  0.00,  0.00,  2.00,  0.13821,  0.26045,  0.28667,  0.27852,  0.28667,  0.27852,  0.03856,  0.3094, -0.09669
30, 6,  0.34922,  0.26262, -0.17967,  0.29168,  0.55397,  0.77977, -0.95607,  0.14396,  0.25536, -1.00,  0.0902,  0.00,  0.00,  2.00,  0.00763,  0.26045,  0.22249,  0.27852,  0.22249,  0.27852,  0.34922,  0.26262, -0.17967
31, 9,  0.0484,  0.10668,  0.01801,  0.08394,  0.49382,  0.8655, -0.99565,  0.00626,  0.09299, -1.00,  0.00,  0.00,  0.00,  2.00,  0.13821,  0.15637,  0.28667,  0.22736,  0.28667,  0.22736,  0.0484,  0.10668,  0.01801
32, 10,  0.35906,  0.05991, -0.06496,  0.29311,  0.48159,  0.82593, -0.95607,  0.14396,  0.25536, -1.00,  0.00,  0.00,  0.00,  2.00,  0.00763,  0.15637,  0.22249,  0.22736,  0.22249,  0.22736,  0.35906,  0.05991, -0.06496
33, 8, -0.31167,  0.26262, -0.12295, -0.13577,  0.55637,  0.81977, -0.98847, -0.13202, -0.07411, -1.00,  0.19608,  0.00,  0.00,  2.00,  0.2812,  0.26045,  0.35695,  0.27852,  0.35695,  0.27852, -0.31167,  0.26262, -0.12295
34, 11, -0.30183,  0.05991, -0.00825, -0.12949,  0.48356,  0.86568, -0.98847, -0.13202, -0.07411, -1.00,  0.00,  0.00,  0.00,  2.00,  0.2812,  0.15637,  0.35695,  0.22736,  0.35695,  0.22736, -0.30183,  0.05991, -0.00825
35, 9,  0.0484,  0.10668,  0.01801,  0.08394,  0.49382,  0.8655, -0.99565,  0.00626,  0.09299, -1.00,  0.00,  0.00,  0.00,  2.00,  0.13821,  0.15637,  0.28667,  0.22736,  0.28667,  0.22736,  0.0484,  0.10668,  0.01801
