VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
19, 5, -0.01412,  0.17025, -0.11822, -0.94321,  0.06438,  0.32591,  0.30842, -0.19484,  0.93108,  1.00,  0.65882,  0.00,  0.00,  2.00,  0.68932,  0.39907,  0.68493,  0.05177,  0.68493,  0.05177, -0.01412,  0.17025, -0.11822
20, 3,  0.03239,  0.17025,  0.01644, -0.80817,  0.07089,  0.58466,  0.56014, -0.21416,  0.80024,  1.00,  0.65882,  0.00,  0.00,  2.00,  0.79917,  0.41199,  0.73188,  0.05729,  0.73188,  0.05729,  0.03239,  0.17025,  0.01644
21, 8,  0.0045,  0.36422, -0.13974, -0.93823,  0.1249,  0.32267,  0.29399, -0.20394,  0.9338,  1.00,  1.00,  0.00,  0.00,  2.00,  0.6489,  0.48706,  0.66765,  0.08938,  0.66765,  0.08938,  0.0045,  0.36422, -0.13974
22, 3,  0.03239,  0.17025,  0.01644, -0.80817,  0.07089,  0.58466,  0.56014, -0.21416,  0.80024,  1.00,  0.65882,  0.00,  0.00,  2.00,  0.79917,  0.41199,  0.73188,  0.05729,  0.73188,  0.05729,  0.03239,  0.17025,  0.01644
23, 6,  0.05027,  0.36422, -0.00606, -0.80854,  0.14172,  0.57111,  0.53302, -0.23479,  0.81288,  1.00,  1.00,  0.00,  0.00,  2.00,  0.765,  0.50062,  0.71728,  0.09517,  0.71728,  0.09517,  0.05027,  0.36422, -0.00606
24, 9,  0.08921, -0.05332,  0.00095,  0.65229, -1.80202E-07,  0.75797, -0.75797,  0.00,  0.65229, -1.00,  0.07059,  0.00,  0.00,  2.00,  0.79984,  0.11947,  0.27543,  0.84726,  0.27543,  0.84726,  0.08921, -0.05332,  0.00095
25, 10,  0.20321, -0.05332, -0.142,  0.78183, -1.60374E-07,  0.62349, -0.62349,  0.00,  0.78183, -1.00,  0.06667,  0.00,  0.00,  2.00,  0.70147,  0.11947,  0.22437,  0.84726,  0.22437,  0.84726,  0.20321, -0.05332, -0.142
26, 11,  0.20321,  0.14183, -0.142,  0.77775,  0.10205,  0.62023, -0.62349,  0.00,  0.78183, -1.00,  0.56471,  0.00,  0.00,  2.00,  0.70147,  0.20886,  0.22437,  0.89366,  0.22437,  0.89366,  0.20321,  0.14183, -0.142
27, 9,  0.08921, -0.05332,  0.00095,  0.65229, -1.80202E-07,  0.75797, -0.75797,  0.00,  0.65229, -1.00,  0.07059,  0.00,  0.00,  2.00,  0.79984,  0.11947,  0.27543,  0.84726,  0.27543,  0.84726,  0.08921, -0.05332,  0.00095
28, 11,  0.20321,  0.14183, -0.142,  0.77775,  0.10205,  0.62023, -0.62349,  0.00,  0.78183, -1.00,  0.56471,  0.00,  0.00,  2.00,  0.70147,  0.20886,  0.22437,  0.89366,  0.22437,  0.89366,  0.20321,  0.14183, -0.142
29, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
30, 13, -0.08554, -0.05332,  0.10184,  0.50, -1.93746E-07,  0.86603, -0.86603,  0.00,  0.50, -1.00,  0.06667,  0.00,  0.00,  2.00,  0.91648,  0.11947,  0.33597,  0.84726,  0.33597,  0.84726, -0.08554, -0.05332,  0.10184
31, 9,  0.08921, -0.05332,  0.00095,  0.65229, -1.80202E-07,  0.75797, -0.75797,  0.00,  0.65229, -1.00,  0.07059,  0.00,  0.00,  2.00,  0.79984,  0.11947,  0.27543,  0.84726,  0.27543,  0.84726,  0.08921, -0.05332,  0.00095
32, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
33, 13, -0.08554, -0.05332,  0.10184,  0.50, -1.93746E-07,  0.86603, -0.86603,  0.00,  0.50, -1.00,  0.06667,  0.00,  0.00,  2.00,  0.91648,  0.11947,  0.33597,  0.84726,  0.33597,  0.84726, -0.08554, -0.05332,  0.10184
34, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
35, 14, -0.08554,  0.14183,  0.10184,  0.49744,  0.10102,  0.86159, -0.86603,  0.00,  0.50, -1.00,  0.56471,  0.00,  0.00,  2.00,  0.91648,  0.20886,  0.33597,  0.89366,  0.33597,  0.89366, -0.08554,  0.14183,  0.10184
36, 15, -0.11731,  0.36584,  0.06788,  0.49008,  0.19818,  0.84885, -0.86603,  0.00,  0.50, -1.00,  1.00,  0.00,  0.00,  2.00,  0.92256,  0.31148,  0.33913,  0.94693,  0.33913,  0.94693, -0.11731,  0.36584,  0.06788
37, 14, -0.08554,  0.14183,  0.10184,  0.49744,  0.10102,  0.86159, -0.86603,  0.00,  0.50, -1.00,  0.56471,  0.00,  0.00,  2.00,  0.91648,  0.20886,  0.33597,  0.89366,  0.33597,  0.89366, -0.08554,  0.14183,  0.10184
38, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
39, 15, -0.11731,  0.36584,  0.06788,  0.49008,  0.19818,  0.84885, -0.86603,  0.00,  0.50, -1.00,  1.00,  0.00,  0.00,  2.00,  0.92256,  0.31148,  0.33913,  0.94693,  0.33913,  0.94693, -0.11731,  0.36584,  0.06788
40, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
41, 16,  0.05745,  0.36584, -0.03302,  0.63793,  0.20307,  0.74283, -0.75864,  0.00,  0.65151, -1.00,  1.00,  0.00,  0.00,  2.00,  0.80107,  0.31148,  0.27607,  0.94693,  0.27607,  0.94693,  0.05745,  0.36584, -0.03302
42, 17,  0.17145,  0.36584, -0.17596,  0.76585,  0.20118,  0.61074, -0.62349,  0.00,  0.78183, -1.00,  1.00,  0.00,  0.00,  2.00,  0.69784,  0.31148,  0.22249,  0.94693,  0.22249,  0.94693,  0.17145,  0.36584, -0.17596
43, 16,  0.05745,  0.36584, -0.03302,  0.63793,  0.20307,  0.74283, -0.75864,  0.00,  0.65151, -1.00,  1.00,  0.00,  0.00,  2.00,  0.80107,  0.31148,  0.27607,  0.94693,  0.27607,  0.94693,  0.05745,  0.36584, -0.03302
44, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
45, 17,  0.17145,  0.36584, -0.17596,  0.76585,  0.20118,  0.61074, -0.62349,  0.00,  0.78183, -1.00,  1.00,  0.00,  0.00,  2.00,  0.69784,  0.31148,  0.22249,  0.94693,  0.22249,  0.94693,  0.17145,  0.36584, -0.17596
46, 12,  0.08921,  0.14183,  0.00095,  0.64932,  0.10087,  0.7538, -0.75766,  0.00,  0.65264, -1.00,  0.57255,  0.00,  0.00,  2.00,  0.79984,  0.20886,  0.27543,  0.89366,  0.27543,  0.89366,  0.08921,  0.14183,  0.00095
47, 11,  0.20321,  0.14183, -0.142,  0.77775,  0.10205,  0.62023, -0.62349,  0.00,  0.78183, -1.00,  0.56471,  0.00,  0.00,  2.00,  0.70147,  0.20886,  0.22437,  0.89366,  0.22437,  0.89366,  0.20321,  0.14183, -0.142
